symbol,evaluated_rows,invalid_price_rows,invalid_ohlc_rows,negative_volume_rows,zero_volume_rows,non_finite_rows,extreme_return_rows,maximum_absolute_return,quality_score,status,warnings,rejection_reasons
JCI,252,0,0,0,0,0,0,0.0884366,100.0,READY,,
JEPI,252,0,0,0,0,0,0,0.01928521,100.0,READY,,
JEPQ,252,0,0,0,0,0,0,0.03254603,100.0,READY,,
JETS,252,0,0,0,0,0,0,0.07316033,100.0,READY,,
JKHY,252,0,0,0,0,0,0,0.0726643,100.0,READY,,
JNJ,252,0,0,0,0,0,0,0.03993792,100.0,READY,,
JPM,252,0,0,0,0,0,0,0.04663552,100.0,READY,,
KBE,252,0,0,0,0,0,0,0.05424892,100.0,READY,,
KDP,252,0,0,0,0,0,0,0.11496867,100.0,READY,,
KEY,252,0,0,0,0,0,0,0.05390536,100.0,READY,,
KEYS,252,0,0,0,0,0,0,0.23053066,100.0,READY,,
KHC,252,0,0,0,0,0,0,0.06971752,100.0,READY,,
KIM,252,0,0,0,0,0,0,0.03919145,100.0,READY,,
KKR,252,0,0,0,0,0,0,0.09688704,100.0,READY,,
KLAC,252,0,0,0,0,0,0,0.15241192,100.0,READY,,
KMB,252,0,0,0,0,0,0,0.14568543,100.0,READY,,
KMI,252,0,0,0,0,0,0,0.04753264,100.0,READY,,
KO,252,0,0,0,0,0,0,0.0406195,100.0,READY,,
KR,252,0,0,0,0,0,0,0.08427692,100.0,READY,,
KRE,252,0,0,0,0,0,0,0.06195547,100.0,READY,,
KVUE,252,0,0,0,0,0,0,0.13222636,100.0,READY,,
KWEB,252,0,0,0,0,0,0,0.07063382,100.0,READY,,
L,252,0,0,0,0,0,0,0.05863917,100.0,READY,,
LDOS,252,0,0,0,0,0,0,0.11154479,100.0,READY,,
LEN,252,0,0,0,0,0,0,0.08854401,100.0,READY,,
LH,252,0,0,0,0,0,0,0.06858013,100.0,READY,,
LHX,252,0,0,0,0,0,0,0.05859439,100.0,READY,,
LII,252,0,1,0,0,0,0,0.10185975,95.0,REVIEW,1 rows violate OHLC relationships.,
LIN,252,0,0,0,0,0,0,0.0320853,100.0,READY,,
LITE,252,0,0,0,0,0,0,0.23566574,100.0,READY,,
LLY,252,0,0,0,0,0,0,0.14136422,100.0,READY,,
LMT,252,0,0,0,0,0,0,0.10811458,100.0,READY,,
LNT,252,0,0,0,0,0,0,0.03659563,100.0,READY,,
LOW,252,0,0,0,0,0,0,0.05588861,100.0,READY,,
LQD,252,0,0,0,0,0,0,0.01227222,100.0,READY,,
LRCX,252,0,0,0,0,0,0,0.12653823,100.0,READY,,
LULU,252,0,0,0,0,0,0,0.18579259,100.0,READY,,
LUV,252,0,0,0,0,0,0,0.18697991,100.0,READY,,
LVS,252,0,0,0,0,0,0,0.13956904,100.0,READY,,
LYB,252,0,0,0,0,0,0,0.11980348,100.0,READY,,
LYV,252,0,0,0,0,0,0,0.10587069,100.0,READY,,
MA,252,0,0,0,0,0,0,0.05771162,100.0,READY,,
MAA,252,0,0,0,0,0,0,0.04274481,100.0,READY,,
MAR,252,0,0,0,0,0,0,0.08496125,100.0,READY,,
MAS,252,0,0,0,0,0,0,0.10784896,100.0,READY,,
MCD,252,0,0,0,0,0,0,0.04156929,100.0,READY,,
MCHP,252,0,0,0,0,0,0,0.12167169,100.0,READY,,
MCK,252,0,0,0,0,0,0,0.1652068,100.0,READY,,
MCO,252,0,0,0,0,0,0,0.08896625,100.0,READY,,
MDLZ,252,0,0,0,0,0,0,0.06613112,100.0,READY,,
MDT,252,0,0,0,0,0,0,0.05694911,100.0,READY,,
MELI,252,0,0,0,0,0,0,0.12699931,100.0,READY,,
MET,252,0,0,0,0,0,0,0.05096132,100.0,READY,,
META,252,0,0,0,0,0,0,0.11334763,100.0,READY,,
MGM,252,0,0,0,0,0,0,0.1607511,100.0,READY,,
MKC,252,0,0,0,0,0,0,0.0805288,100.0,READY,,
MLM,252,0,1,0,0,0,0,0.06561122,95.0,REVIEW,1 rows violate OHLC relationships.,
MMM,252,0,0,0,0,0,0,0.07662489,100.0,READY,,
MNST,252,0,0,0,0,0,0,0.13584309,100.0,READY,,
MO,252,0,0,0,0,0,0,0.07810231,100.0,READY,,
MOS,252,0,0,0,0,0,0,0.1331278,100.0,READY,,
MPC,252,0,1,0,0,0,0,0.06134121,95.0,REVIEW,1 rows violate OHLC relationships.,
MPWR,252,0,0,0,0,0,0,0.10457793,100.0,READY,,
MRK,252,0,0,0,0,0,0,0.07387105,100.0,READY,,
MRNA,252,0,0,0,0,0,0,0.17021272,100.0,READY,,
MRSH,252,0,0,0,0,0,0,0.08520976,100.0,READY,,
MRVL,252,0,0,0,0,0,0,0.3252063,100.0,READY,,
MS,252,0,0,0,0,0,0,0.0618627,100.0,READY,,
MSCI,252,0,0,0,0,0,0,0.08908766,100.0,READY,,
MSFT,252,0,0,0,0,0,0,0.09993149,100.0,READY,,
MSI,252,0,0,0,0,0,0,0.11359654,100.0,READY,,
MSTR,252,0,0,0,0,0,0,0.26114586,100.0,READY,,
MTB,252,0,0,0,0,0,0,0.04472737,100.0,READY,,
MTD,252,0,0,0,0,0,0,0.14767797,100.0,READY,,
MTUM,252,0,0,0,0,0,0,0.05953292,100.0,READY,,
MU,252,0,0,0,0,0,0,0.19291612,100.0,READY,,
NBIS,252,0,0,0,0,0,0,0.49422424,100.0,READY,,
NCLH,252,0,0,0,0,0,0,0.15284037,100.0,READY,,
NDAQ,252,0,0,0,0,0,0,0.09399854,100.0,READY,,
NDSN,252,0,0,0,0,0,0,0.0398442,100.0,READY,,
NEE,252,0,0,0,0,0,0,0.06944444,100.0,READY,,
NEM,252,0,0,0,0,0,0,0.11486648,100.0,READY,,
NFLX,252,0,0,0,0,0,0,0.13772316,100.0,READY,,
NI,252,0,0,0,0,0,0,0.04712913,100.0,READY,,
NKE,252,0,0,0,0,0,0,0.15505488,100.0,READY,,
NOC,252,0,0,0,0,0,0,0.09412176,100.0,READY,,
NOW,252,0,0,0,0,0,0,0.17745223,100.0,READY,,
NRG,252,0,0,0,0,0,0,0.13607821,100.0,READY,,
NSC,252,0,0,0,0,0,0,0.07746461,100.0,READY,,
NTAP,252,0,0,0,0,0,0,0.22394663,100.0,READY,,
NTRS,252,0,0,0,0,0,0,0.08019372,100.0,READY,,
NUE,252,0,1,0,0,0,0,0.05952381,95.0,REVIEW,1 rows violate OHLC relationships.,
NVDA,252,0,0,0,0,0,0,0.0787177,100.0,READY,,
NVR,252,0,0,0,0,0,0,0.07271719,100.0,READY,,
NWS,252,0,0,0,0,0,0,0.06606215,100.0,READY,,
NWSA,252,0,0,0,0,0,0,0.07063194,100.0,READY,,
NXPI,252,0,0,0,0,0,0,0.25547984,100.0,READY,,
O,252,0,0,0,0,0,0,0.03936139,100.0,READY,,
ODFL,252,0,0,0,0,0,0,0.09890915,100.0,READY,,
OIH,252,0,0,0,0,0,0,0.05690832,100.0,READY,,
OKE,252,0,0,0,0,0,0,0.051735,100.0,READY,,
OMC,252,0,0,0,0,0,0,0.15364878,100.0,READY,,
ON,252,0,0,0,0,0,0,0.23656726,100.0,READY,,
ORCL,252,0,0,0,0,0,0,0.3594882,100.0,READY,,
ORLY,252,0,0,0,0,0,0,0.08408767,100.0,READY,,
OTIS,252,0,0,0,0,0,0,0.12377463,100.0,READY,,
OXY,252,0,0,0,0,0,0,0.09382293,100.0,READY,,
PANW,252,0,0,0,0,0,0,0.09279596,100.0,READY,,
PAYX,252,0,0,0,0,0,0,0.05630026,100.0,READY,,
PCAR,252,0,0,0,0,0,0,0.06102678,100.0,READY,,
PCG,252,0,0,0,0,0,0,0.06515581,100.0,READY,,
PDD,252,0,0,0,0,0,0,0.10378724,100.0,READY,,
PEG,252,0,0,0,0,0,0,0.04034787,100.0,READY,,
PEP,252,0,0,0,0,0,0,0.0492913,100.0,READY,,
PFE,252,0,0,0,0,0,0,0.06834378,100.0,READY,,
PFG,252,0,0,0,0,0,0,0.05037383,100.0,READY,,
PG,252,0,0,0,0,0,0,0.04091486,100.0,READY,,
PGR,252,0,0,0,0,0,0,0.09427134,100.0,READY,,
PH,252,0,0,0,0,0,0,0.07750436,100.0,READY,,
PHM,252,0,0,0,0,0,0,0.11523237,100.0,READY,,
PKG,252,0,0,0,0,0,0,0.06173032,100.0,READY,,
PLD,252,0,0,0,0,0,0,0.0633175,100.0,READY,,
PLTR,252,0,0,0,0,0,0,0.11616425,100.0,READY,,
PM,252,0,0,0,0,0,0,0.08427522,100.0,READY,,
PNC,252,0,0,0,0,0,0,0.05236724,100.0,READY,,
PNR,252,0,0,0,0,0,0,0.14997355,100.0,READY,,
PNW,252,0,0,0,0,0,0,0.02888052,100.0,READY,,
PODD,252,0,0,0,0,0,0,0.12495211,100.0,READY,,
PPG,252,0,0,0,0,0,0,0.0804969,100.0,READY,,
PPL,252,0,0,0,0,0,0,0.03565414,100.0,READY,,
PRU,252,0,0,0,0,0,0,0.05994154,100.0,READY,,
PSA,252,0,1,0,0,0,0,0.05789015,95.0,REVIEW,1 rows violate OHLC relationships.,
PSKY,252,0,0,0,0,0,0,0.36736551,100.0,READY,,
PSX,252,0,1,0,0,0,0,0.07206853,95.0,REVIEW,1 rows violate OHLC relationships.,
PTC,252,0,0,0,0,0,0,0.12355643,100.0,READY,,
PWR,252,0,0,0,0,0,0,0.15776336,100.0,READY,,
PYPL,252,0,0,0,0,0,0,0.20313397,100.0,READY,,
Q,182,0,0,0,0,0,0,0.09866872,100.0,READY,,
QCOM,252,0,0,0,0,0,0,0.15115386,100.0,READY,,
QQQ,252,0,0,0,0,0,0,0.04800096,100.0,READY,,
QQQM,252,0,0,0,0,0,0,0.04784547,100.0,READY,,
QUAL,252,0,0,0,0,0,0,0.02906042,100.0,READY,,
RCL,252,0,0,0,0,0,0,0.18648835,100.0,READY,,
REG,252,0,0,0,0,0,0,0.03061228,100.0,READY,,
REGN,252,0,0,0,0,0,0,0.11817666,100.0,READY,,
RF,252,0,0,0,0,0,0,0.05618429,100.0,READY,,
RJF,252,0,0,0,0,0,0,0.08746475,100.0,READY,,
RKLB,252,0,0,0,0,0,0,0.34219902,100.0,READY,,
RL,252,0,0,0,0,0,0,0.13868304,100.0,READY,,
RMD,252,0,0,0,0,0,0,0.06329922,100.0,READY,,
ROK,252,0,0,0,0,0,0,0.08898103,100.0,READY,,
ROL,252,0,0,0,0,0,0,0.10533537,100.0,READY,,
ROP,252,0,0,0,0,0,0,0.09641036,100.0,READY,,
ROST,252,0,0,0,0,0,0,0.08411215,100.0,READY,,
RSG,252,0,0,0,0,0,0,0.05820898,100.0,READY,,
RSP,252,0,0,0,0,0,0,0.02310197,100.0,READY,,
RTX,252,0,0,0,0,0,0,0.07672196,100.0,READY,,
RVTY,252,0,0,0,0,0,0,0.08324489,100.0,READY,,
SBAC,252,0,0,0,0,0,0,0.1893215,100.0,READY,,
SBUX,252,0,0,0,0,0,0,0.08449837,100.0,READY,,
SCHB,252,0,0,0,0,0,0,0.02911033,100.0,READY,,
SCHD,252,0,0,0,0,0,0,0.02164505,100.0,READY,,
SCHW,252,0,0,0,0,0,0,0.07629395,100.0,READY,,
SHOP,252,0,0,0,0,0,0,0.21968499,100.0,READY,,
SHW,252,0,0,0,0,0,0,0.06914901,100.0,READY,,
SHY,252,0,0,0,0,0,0,0.00444822,100.0,READY,,
SJM,252,0,0,0,0,0,0,0.10435298,100.0,READY,,
SKYY,252,0,0,0,0,0,0,0.07332082,100.0,READY,,
SLB,252,0,0,0,0,0,0,0.0895522,100.0,READY,,
SLV,252,0,0,0,0,0,0,0.28540302,100.0,READY,,
SMCI,252,0,0,0,0,0,0,0.33322507,100.0,READY,,
SMH,252,0,0,0,0,0,0,0.09217093,100.0,READY,,
SNA,252,0,1,0,0,0,0,0.04051044,95.0,REVIEW,1 rows violate OHLC relationships.,
SNDK,252,0,0,0,0,0,0,0.27564953,100.0,READY,,
SNPS,252,0,0,0,0,0,0,0.35837318,100.0,READY,,
SO,252,0,0,0,0,0,0,0.0440466,100.0,READY,,
SOLV,252,0,0,0,0,0,0,0.07905851,100.0,READY,,
SOXX,252,0,0,0,0,0,0,0.10444311,100.0,READY,,
SPG,252,0,0,0,0,0,0,0.035653,100.0,READY,,
SPGI,252,0,0,0,0,0,0,0.11266723,100.0,READY,,
SPXU,252,0,0,0,0,0,0,0.08572349,100.0,READY,,
SPY,252,0,0,0,0,0,0,0.02906793,100.0,READY,,
SQQQ,252,0,0,0,0,0,0,0.14380298,100.0,READY,,
SRE,252,0,0,0,0,0,0,0.04467646,100.0,READY,,
STE,252,0,0,0,0,0,0,0.07742079,100.0,READY,,
STLD,252,0,0,0,0,0,0,0.07485285,100.0,READY,,
STT,252,0,0,0,0,0,0,0.06067936,100.0,READY,,
STX,252,0,0,0,0,0,0,0.19144066,100.0,READY,,
STZ,252,0,0,0,0,0,0,0.08525232,100.0,READY,,
SW,252,0,1,0,0,0,0,0.12183801,95.0,REVIEW,1 rows violate OHLC relationships.,
SWK,252,0,0,0,0,0,0,0.07587494,100.0,READY,,
SWKS,252,0,0,0,0,0,0,0.12075057,100.0,READY,,
SYF,252,0,0,0,0,0,0,0.09613341,100.0,READY,,
SYK,252,0,0,0,0,0,0,0.06473517,100.0,READY,,
SYY,252,0,0,0,0,0,0,0.15281173,100.0,READY,,
T,252,0,0,0,0,0,0,0.05132901,100.0,READY,,
TAN,252,0,0,0,0,0,0,0.09071549,100.0,READY,,
TAP,252,0,0,0,0,0,0,0.0547841,100.0,READY,,
TDG,252,0,0,0,0,0,0,0.11935515,100.0,READY,,
TDY,252,0,0,0,0,0,0,0.09812267,100.0,READY,,
TECH,252,0,0,0,0,0,0,0.20074721,100.0,READY,,
TEL,252,0,0,0,0,0,0,0.11952121,100.0,READY,,
TER,252,0,0,0,0,0,0,0.20473747,100.0,READY,,
TFC,252,0,0,0,0,0,0,0.06155634,100.0,READY,,
TGT,252,0,0,0,0,0,0,0.06742074,100.0,READY,,
TIP,252,0,0,0,0,0,0,0.01151423,100.0,READY,,
TJX,252,0,0,0,0,0,0,0.06042257,100.0,READY,,
TKO,252,0,0,0,0,0,0,0.10233332,100.0,READY,,
TLT,252,0,0,0,0,0,0,0.01897355,100.0,READY,,
TMO,252,0,0,0,0,0,0,0.09424352,100.0,READY,,
TMUS,252,0,0,0,0,0,0,0.06132175,100.0,READY,,
TPL,252,0,0,0,0,0,0,0.15684393,100.0,READY,,
TPR,252,0,0,0,0,0,0,0.15713905,100.0,READY,,
TQQQ,252,0,0,0,0,0,0,0.14280683,100.0,READY,,
TRGP,252,0,0,0,0,0,0,0.05511469,100.0,READY,,
TRI,252,0,0,0,0,0,0,0.15665415,100.0,READY,,
TRMB,252,0,0,0,0,0,0,0.07240024,100.0,READY,,
TROW,252,0,0,0,0,0,0,0.0583657,100.0,READY,,
TRV,252,0,0,0,0,0,0,0.09223848,100.0,READY,,
TSCO,252,0,0,0,0,0,0,0.11693822,100.0,READY,,
TSLA,252,0,0,0,0,0,0,0.08461722,100.0,READY,,
TSN,252,0,0,0,0,0,0,0.07961683,100.0,READY,,
TT,252,0,0,0,0,0,0,0.08395263,100.0,READY,,
TTD,252,0,0,0,0,0,0,0.38605232,100.0,READY,,
TTWO,252,0,0,0,0,0,0,0.08082407,100.0,READY,,
TXN,252,0,0,0,0,0,0,0.19432108,100.0,READY,,
TXT,252,0,0,0,0,0,0,0.07895577,100.0,READY,,
TYL,252,0,0,0,0,0,0,0.15389828,100.0,READY,,
UAL,252,0,0,0,0,0,0,0.10231724,100.0,READY,,
UBER,252,0,0,0,0,0,0,0.0852639,100.0,READY,,
UDR,252,0,0,0,0,0,0,0.04834969,100.0,READY,,
UHS,252,0,0,0,0,0,0,0.11441943,100.0,READY,,
ULTA,252,0,0,0,0,0,0,0.14243643,100.0,READY,,
UNG,252,0,0,0,0,0,0,0.2485207,100.0,READY,,
UNH,252,0,0,0,0,0,0,0.19605278,100.0,READY,,
UNP,252,0,0,0,0,0,0,0.08765043,100.0,READY,,
UPRO,252,0,0,0,0,0,0,0.08612389,100.0,READY,,
UPS,252,0,0,0,0,0,0,0.10572953,100.0,READY,,
URI,252,0,0,0,0,0,0,0.22918828,100.0,READY,,
USB,252,0,0,0,0,0,0,0.04858504,100.0,READY,,
USMV,252,0,0,0,0,0,0,0.01682615,100.0,READY,,
USO,252,0,0,0,0,0,0,0.12937389,100.0,READY,,
UVXY,252,0,0,0,0,0,0,0.20871509,100.0,READY,,
V,252,0,0,0,0,0,0,0.08263821,100.0,READY,,
VEA,252,0,0,0,0,0,0,0.04194198,100.0,READY,,
VEEV,252,0,0,0,0,0,0,0.10021161,100.0,READY,,
VICI,252,0,0,0,0,0,0,0.04110077,100.0,READY,,
VIG,252,0,0,0,0,0,0,0.02422816,100.0,READY,,
VIXY,252,0,0,0,0,0,0,0.13509062,100.0,READY,,
VLO,252,0,0,0,0,0,0,0.09231148,100.0,READY,,
VLTO,252,0,1,0,0,0,0,0.06198044,95.0,REVIEW,1 rows violate OHLC relationships.,
VLUE,252,0,0,0,0,0,0,0.04450546,100.0,READY,,
VMC,252,0,0,0,0,0,0,0.07761329,100.0,READY,,
VNQ,252,0,0,0,0,0,0,0.03100771,100.0,READY,,
VOO,252,0,0,0,0,0,0,0.02860929,100.0,READY,,
VRSK,252,0,0,0,0,0,0,0.10395039,100.0,READY,,
VRSN,252,0,0,0,0,0,0,0.09317605,100.0,READY,,
VRT,252,0,0,0,0,0,0,0.24491534,100.0,READY,,
VRTX,252,0,0,0,0,0,0,0.206005,100.0,READY,,
VST,252,0,0,0,0,0,0,0.12756164,100.0,READY,,
VTI,252,0,0,0,0,0,0,0.02929288,100.0,READY,,
VTR,252,0,0,0,0,0,0,0.06563488,100.0,READY,,
VTRS,252,0,0,0,0,0,0,0.10127824,100.0,READY,,
VTV,252,0,0,0,0,0,0,0.02226943,100.0,READY,,
VUG,252,0,0,0,0,0,0,0.03995147,100.0,READY,,
VWO,252,0,0,0,0,0,0,0.04455537,100.0,READY,,
VYM,252,0,0,0,0,0,0,0.02289621,100.0,READY,,
VZ,252,0,0,0,0,0,0,0.11831195,100.0,READY,,
WAB,252,0,0,0,0,0,0,0.06381196,100.0,READY,,
WAT,252,0,0,0,0,0,0,0.13939519,100.0,READY,,
WBD,252,0,0,0,0,0,0,0.28947369,100.0,READY,,
WDAY,252,0,0,0,0,0,0,0.12445203,100.0,READY,,
WDC,252,0,0,0,0,0,0,0.1676602,100.0,READY,,
WEC,252,0,0,0,0,0,0,0.02995372,100.0,READY,,
WELL,252,0,0,0,0,0,0,0.0492503,100.0,READY,,
WFC,252,0,0,0,0,0,0,0.07146477,100.0,READY,,
WM,252,0,0,0,0,0,0,0.04462744,100.0,READY,,
WMB,252,0,0,0,0,0,0,0.05196267,100.0,READY,,
WMT,252,0,0,0,0,0,0,0.07267871,100.0,READY,,
WRB,252,0,0,0,0,0,0,0.06062555,100.0,READY,,
WSM,252,0,1,0,0,0,0,0.06847129,95.0,REVIEW,1 rows violate OHLC relationships.,
WST,252,0,0,0,0,0,0,0.22783867,100.0,READY,,
WTW,252,0,0,0,0,0,0,0.12104597,100.0,READY,,
WY,252,0,0,0,0,0,0,0.07253021,100.0,READY,,
WYNN,252,0,0,0,0,0,0,0.07259632,100.0,READY,,
XBI,252,0,0,0,0,0,0,0.07534942,100.0,READY,,
XEL,252,0,0,0,0,0,0,0.06694961,100.0,READY,,
XHB,252,0,0,0,0,0,0,0.05619226,100.0,READY,,
XLB,252,0,0,0,0,0,0,0.03334661,100.0,READY,,
XLC,252,0,0,0,0,0,0,0.0277778,100.0,READY,,
XLE,252,0,0,0,0,0,0,0.04121111,100.0,READY,,
XLF,252,0,0,0,0,0,0,0.03353024,100.0,READY,,
XLI,252,0,0,0,0,0,0,0.03749698,100.0,READY,,
XLK,252,0,0,0,0,0,0,0.06662523,100.0,READY,,
XLP,252,0,0,0,0,0,0,0.02803398,100.0,READY,,
XLRE,252,0,0,0,0,0,0,0.03172705,100.0,READY,,
XLU,252,0,0,0,0,0,0,0.04061021,100.0,READY,,
XLV,252,0,0,0,0,0,0,0.03089749,100.0,READY,,
XLY,252,0,1,0,0,0,0,0.03142154,95.0,REVIEW,1 rows violate OHLC relationships.,
XOM,252,0,0,0,0,0,0,0.05234,100.0,READY,,
XOP,252,0,0,0,0,0,0,0.06235115,100.0,READY,,
XPH,252,0,0,0,0,0,0,0.0531542,100.0,READY,,
XRT,252,0,0,0,0,0,0,0.04550029,100.0,READY,,
XYL,252,0,0,0,0,0,0,0.1073506,100.0,READY,,
XYZ,252,0,0,0,0,0,0,0.16816435,100.0,READY,,
YUM,252,0,0,0,0,0,0,0.07296598,100.0,READY,,
ZBH,252,0,0,0,0,0,0,0.15148282,100.0,READY,,
ZBRA,252,0,0,0,0,0,0,0.1167531,100.0,READY,,
ZTS,252,0,0,0,0,0,0,0.21497935,100.0,READY,,
